loan_amount,interest_rate,loan_term,credit_score,default_status,approval_delay,disbursement_delay,loan_duration,loan_type_Education Loan,loan_type_Home Loan,loan_type_Personal Loan,employment_type_Part-time,employment_type_Self-employed,income_level_Low,income_level_Medium,marital_status_Married,marital_status_Single,education_level_High School,education_level_Master,education_level_PhD
23614,0.091750381,50,737,1,26,4,100,0,0,0,0,0,0,0,0,1,0,0,0
93260,0.057942657,20,525,1,19,13,69,0,0,0,0,0,0,1,0,1,0,0,0
42991,0.061058453,18,607,0,3,0,152,0,0,1,0,1,0,0,1,0,0,0,1
71476,0.068361878,52,647,0,9,10,62,0,0,1,1,0,1,0,0,0,0,1,0
61920,0.081184461,31,775,1,9,5,95,0,1,0,0,0,0,1,0,0,0,1,0
95294,0.070383781,21,614,0,7,11,134,0,1,0,0,1,0,0,0,1,0,1,0
64530,0.089885815,37,824,0,0,11,108,0,1,0,0,0,1,0,0,1,0,1,0
37224,0.095403419,15,724,0,2,0,42,1,0,0,1,0,1,0,0,1,1,0,0
8788,0.088993663,49,823,0,23,12,125,1,0,0,1,0,0,0,1,0,0,0,0
29082,0.104281815,35,548,1,11,4,58,0,0,0,1,0,1,0,0,0,0,0,1
90570,0.086237399,25,481,0,6,5,97,0,1,0,0,1,0,0,0,0,1,0,0
77816,0.061746549,52,405,0,21,2,167,0,0,1,0,1,0,0,0,0,0,0,0
84588,0.100450648,12,490,1,22,11,129,0,1,0,0,0,0,0,0,1,1,0,0
17531,0.070922656,28,436,0,0,0,105,0,0,0,0,1,0,0,1,0,0,1,0
89340,0.093656277,56,419,0,23,1,157,1,0,0,0,1,1,0,1,0,1,0,0
95439,0.103606013,35,371,0,19,13,128,1,0,0,0,1,0,0,0,1,1,0,0
45857,0.08685032,38,430,1,0,11,133,0,0,0,0,0,0,0,1,0,0,1,0
11142,0.057557618,18,756,0,3,11,99,0,1,0,0,1,0,0,1,0,0,1,0
49355,0.066226818,20,778,0,17,10,74,0,0,0,1,0,1,0,0,0,0,0,1
10866,0.099841167,54,351,0,4,11,43,0,0,0,0,1,0,1,0,1,0,0,1
71067,0.07746316,46,418,0,0,2,126,1,0,0,0,1,0,0,0,1,0,0,0
65027,0.081193603,23,563,1,0,2,104,1,0,0,1,0,0,1,0,1,0,0,1
58906,0.091382366,32,538,0,4,1,62,1,0,0,0,0,0,1,0,1,0,0,1
29138,0.090444843,14,650,0,17,5,179,0,0,0,0,1,0,0,0,0,0,0,0
93601,0.084181997,26,554,0,8,6,170,0,1,0,0,1,0,1,1,0,1,0,0
30956,0.076869974,32,608,1,9,4,122,0,0,0,0,1,0,1,1,0,1,0,0
77295,0.075309973,21,794,0,6,6,163,0,1,0,0,1,0,0,0,0,1,0,0
6439,0.092868482,44,356,0,14,11,135,0,1,0,1,0,1,0,1,0,0,1,0
48241,0.088303543,57,702,0,13,2,72,0,0,0,0,1,0,1,0,1,0,0,0
43533,0.0761405,17,366,0,3,14,57,0,1,0,0,0,0,0,0,0,1,0,0
29270,0.096231685,13,345,1,13,10,87,0,1,0,1,0,0,0,0,0,0,0,1
79815,0.078064488,40,668,0,6,4,44,0,0,0,1,0,0,1,0,1,0,0,1
40279,0.067225067,51,531,0,7,12,136,1,0,0,0,0,0,1,0,1,0,0,1
24888,0.06861544,44,701,0,23,2,143,0,0,0,0,1,0,1,0,1,0,0,0
18630,0.065318887,15,322,0,7,3,119,1,0,0,0,1,0,0,1,0,0,0,0
62063,0.07591385,15,566,1,27,5,55,0,1,0,0,1,0,0,0,1,0,0,1
36144,0.098505864,40,417,1,4,11,139,1,0,0,0,0,1,0,0,0,0,1,0
53161,0.067923572,48,354,0,22,13,124,1,0,0,1,0,1,0,1,0,0,1,0
97718,0.082827136,31,452,1,10,3,158,0,0,1,0,1,0,0,1,0,1,0,0
92074,0.07014966,52,538,0,22,12,111,0,0,1,0,0,1,0,0,0,1,0,0
78360,0.076095364,34,564,0,1,3,75,1,0,0,0,0,0,1,1,0,1,0,0
51979,0.057349382,56,567,0,14,6,30,0,0,1,0,1,1,0,0,1,1,0,0
98661,0.076691927,29,412,0,18,5,80,1,0,0,0,0,1,0,0,1,1,0,0
7979,0.077094419,36,465,0,26,11,98,0,0,1,0,1,0,0,0,1,0,0,0
27189,0.088104319,12,307,0,17,11,98,0,1,0,0,1,0,0,0,1,0,0,0
43600,0.083349214,26,516,1,14,12,157,0,0,0,0,1,0,1,1,0,0,1,0
60560,0.062024118,45,730,0,18,0,95,0,0,1,1,0,1,0,0,0,0,1,0
79040,0.096262974,59,591,0,24,7,128,0,0,0,0,0,0,0,1,0,0,0,0
62558,0.083154546,31,349,0,6,0,59,0,0,1,1,0,0,0,0,0,0,1,0
87205,0.082975903,48,406,1,3,11,165,1,0,0,0,1,0,0,0,0,0,0,1
7910,0.079862265,38,308,0,13,8,31,0,0,1,0,0,0,1,0,1,0,1,0
58713,0.072233638,33,755,0,7,3,129,0,0,1,0,1,0,1,1,0,0,0,1
47857,0.083267035,16,622,0,28,6,132,0,0,0,0,0,1,0,0,1,0,0,1
35964,0.087133827,45,608,0,22,4,54,0,0,0,0,1,0,1,1,0,1,0,0
86667,0.053796565,50,444,0,9,11,176,0,0,1,0,0,1,0,1,0,0,1,0
26227,0.071918587,14,711,0,12,9,100,0,0,0,0,1,1,0,0,1,0,0,1
6978,0.076175795,28,413,0,5,2,133,0,0,1,0,1,1,0,1,0,0,1,0
88527,0.083842559,35,698,1,3,12,43,1,0,0,1,0,0,0,0,1,0,1,0
18153,0.097899665,35,574,0,4,7,161,1,0,0,1,0,0,0,0,0,0,0,0
60765,0.068423888,14,423,1,9,13,62,0,1,0,0,0,0,0,0,1,0,0,0
40071,0.072530572,56,385,0,23,9,66,0,0,0,0,0,0,1,1,0,1,0,0
70519,0.072311988,18,346,0,12,1,136,0,0,1,1,0,0,0,1,0,0,1,0
10503,0.067977086,36,500,0,18,14,59,1,0,0,0,1,1,0,0,0,0,0,0
61703,0.074792203,14,575,0,10,10,149,0,1,0,0,1,0,1,0,0,0,0,1
65379,0.091562033,26,848,0,27,9,42,0,1,0,0,0,0,1,0,0,0,0,1
96457,0.064192468,40,429,0,18,2,111,0,0,1,0,0,0,0,0,1,1,0,0
58866,0.086417216,40,747,0,4,11,67,0,1,0,0,1,0,0,0,1,0,0,1
17905,0.054471467,21,688,0,24,4,102,0,1,0,1,0,0,0,1,0,0,1,0
46838,0.07157993,43,562,1,4,4,116,0,0,1,0,0,0,0,0,0,0,0,1
59279,0.07505766,34,577,0,0,4,124,0,1,0,0,1,0,1,0,0,1,0,0
90489,0.105122895,50,345,0,20,6,95,0,1,0,0,0,0,1,0,1,1,0,0
27806,0.075877965,20,467,0,8,7,70,0,0,1,1,0,1,0,1,0,0,0,1
46000,0.046981348,48,744,0,6,7,162,0,0,1,0,0,0,1,0,0,0,1,0
23168,0.050016666,51,345,0,8,10,85,1,0,0,0,1,0,1,0,1,0,0,0
71119,0.080510444,25,839,0,25,2,78,0,1,0,1,0,0,0,0,1,0,1,0
39714,0.089206563,15,386,1,9,7,125,1,0,0,0,1,1,0,0,0,0,1,0
55093,0.085631838,31,684,0,29,9,84,1,0,0,1,0,0,1,0,0,0,1,0
56419,0.082513552,39,564,0,20,12,32,0,0,0,0,1,0,0,1,0,0,0,1
50145,0.097433894,25,321,0,2,1,165,0,0,1,0,0,0,0,0,0,0,0,0
78425,0.071906132,55,749,0,17,3,102,0,0,0,1,0,1,0,0,1,0,1,0
93949,0.093423658,45,531,0,8,1,45,0,0,1,1,0,0,1,0,0,0,0,0
78811,0.055519777,24,485,0,4,4,55,0,0,0,1,0,0,1,0,0,1,0,0
3461,0.066425783,42,625,0,10,2,111,0,0,1,0,0,0,1,1,0,0,0,0
15291,0.052894379,44,482,1,28,9,37,0,1,0,1,0,0,1,0,1,0,0,1
47804,0.07587732,50,696,0,0,9,132,0,1,0,0,0,1,0,0,0,1,0,0
77971,0.079306082,39,780,0,1,10,146,1,0,0,0,0,0,0,0,1,1,0,0
94471,0.081711522,36,702,0,17,2,89,0,0,0,1,0,0,0,1,0,0,1,0
65946,0.08092825,43,762,0,27,4,41,1,0,0,0,1,1,0,0,1,0,0,0
99989,0.0660867,20,716,0,19,3,150,0,0,0,1,0,0,1,0,0,1,0,0
85080,0.077146387,39,501,0,13,5,73,0,0,1,0,1,0,0,0,0,1,0,0
62332,0.0575383,42,364,0,21,4,126,0,0,1,0,1,0,1,1,0,0,0,0
78794,0.100448435,28,316,0,7,9,166,0,0,0,1,0,0,0,1,0,0,0,0
31841,0.075445609,34,482,0,29,12,113,0,0,0,1,0,0,1,1,0,1,0,0
49758,0.072666708,24,690,0,28,4,77,0,1,0,0,1,1,0,0,1,1,0,0
77272,0.103834105,21,343,0,28,2,81,0,0,0,1,0,0,1,0,1,0,0,0
38643,0.061366302,27,781,0,18,3,65,0,1,0,1,0,0,1,0,1,0,0,1
51408,0.063116193,17,562,0,13,13,134,0,0,0,0,0,1,0,0,1,0,0,0
44950,0.063556695,59,473,0,25,11,177,0,1,0,0,1,1,0,1,0,0,0,1
57849,0.078981929,22,740,0,13,12,133,1,0,0,0,0,0,1,0,1,1,0,0
29044,0.086474474,14,519,0,25,2,41,0,1,0,1,0,0,1,0,1,0,1,0
16997,0.091095132,39,693,0,21,2,164,1,0,0,1,0,0,1,0,1,0,0,0
80751,0.11857993,52,494,0,19,14,71,0,1,0,0,0,0,0,0,1,1,0,0
99605,0.046258513,26,708,1,7,9,122,0,0,1,0,0,0,1,1,0,1,0,0
24911,0.089131034,24,770,0,8,8,115,0,1,0,1,0,0,0,1,0,0,1,0
56533,0.071643041,53,646,1,24,9,96,0,0,0,0,1,0,0,0,0,0,0,0
83566,0.071203773,56,761,0,13,5,42,1,0,0,0,0,0,0,0,0,1,0,0
95870,0.070703418,28,360,0,11,14,147,0,0,0,0,1,1,0,0,1,0,0,1
15571,0.066368455,18,465,0,12,9,132,0,0,0,1,0,1,0,0,1,0,1,0
95463,0.105267873,39,450,0,5,1,160,0,0,1,0,1,0,0,1,0,0,0,1
58941,0.09263446,49,410,0,13,0,125,0,1,0,0,1,0,0,0,0,0,0,0
59005,0.08034794,24,787,0,14,2,160,0,0,1,1,0,0,0,0,1,0,0,1
87250,0.100265236,28,848,0,1,2,64,0,1,0,1,0,1,0,0,0,0,1,0
59712,0.057312066,26,302,0,17,3,49,0,0,0,1,0,1,0,0,0,1,0,0
44541,0.060039423,47,782,0,29,3,134,0,1,0,0,1,1,0,0,0,0,1,0
24387,0.047330484,39,312,0,9,12,105,0,0,1,0,0,0,0,1,0,1,0,0
94980,0.069508782,26,461,0,24,13,77,1,0,0,1,0,0,0,0,1,1,0,0
49908,0.082425478,57,643,0,20,4,72,0,0,1,1,0,0,1,0,1,0,0,1
86457,0.081542879,22,748,0,6,12,110,0,0,1,0,0,0,1,1,0,0,1,0
14057,0.082240129,42,631,0,21,3,97,0,0,1,1,0,1,0,1,0,0,1,0
65028,0.058834148,15,563,1,24,11,85,1,0,0,1,0,1,0,1,0,1,0,0
56731,0.092047321,46,382,0,4,1,156,0,0,0,0,0,0,1,0,0,0,1,0
25858,0.083594413,45,633,0,7,10,82,0,0,1,0,1,1,0,0,0,0,0,0
49689,0.090995814,38,679,1,19,11,63,0,0,1,0,1,0,0,0,1,0,0,0
45638,0.051608567,21,518,0,12,0,75,0,0,1,0,1,0,1,0,1,0,0,1
92598,0.084672363,41,753,0,6,9,113,1,0,0,1,0,0,0,0,0,0,0,1
47486,0.062183521,56,388,0,24,6,103,1,0,0,0,0,0,1,0,0,0,1,0
21567,0.074040151,31,632,0,17,8,79,1,0,0,0,1,0,1,1,0,0,0,1
30739,0.088015473,40,609,0,8,8,40,0,0,0,0,0,1,0,0,0,0,1,0
58804,0.081366404,40,719,0,11,10,144,0,1,0,0,1,0,0,0,1,0,0,1
4754,0.0672269,34,653,0,23,0,115,0,0,0,0,1,0,0,0,1,0,0,0
28044,0.080094097,32,399,0,25,8,104,0,0,0,1,0,0,0,1,0,1,0,0
68260,0.05702697,59,444,0,16,13,175,0,0,0,0,1,0,0,1,0,1,0,0
67912,0.097254011,54,309,0,9,0,91,0,1,0,0,1,1,0,0,1,0,0,0
9706,0.07692074,21,343,0,6,0,52,0,0,1,0,0,0,0,0,0,1,0,0
9894,0.096778249,52,685,0,27,1,133,1,0,0,1,0,1,0,0,0,0,1,0
19037,0.072102025,23,794,1,20,9,91,0,0,0,1,0,0,1,0,1,0,1,0
84986,0.07214636,41,792,0,4,10,103,1,0,0,0,1,0,0,0,0,0,0,0
82942,0.068537198,44,468,0,22,14,46,1,0,0,1,0,1,0,0,0,0,0,0
52612,0.093142609,29,830,1,14,10,155,1,0,0,0,0,0,1,0,1,0,0,0
30725,0.069358533,25,635,1,15,5,70,0,0,1,1,0,0,0,0,1,0,0,0
6926,0.089668931,33,812,0,26,8,138,1,0,0,0,1,0,0,1,0,1,0,0
10496,0.074263214,32,429,0,15,4,37,1,0,0,1,0,1,0,0,1,1,0,0
57447,0.050360551,12,838,0,9,8,78,0,0,1,1,0,0,1,1,0,1,0,0
30806,0.071445289,54,813,0,13,8,141,1,0,0,0,1,0,1,1,0,0,1,0
89199,0.062313377,26,549,0,19,13,135,0,1,0,1,0,0,1,0,0,0,0,1
42321,0.080508541,47,437,1,16,7,84,0,1,0,1,0,0,1,0,1,0,1,0
66095,0.062143884,58,574,0,5,10,166,0,0,0,0,1,0,0,0,0,0,0,1
23656,0.093889627,33,763,0,0,11,61,0,1,0,0,1,0,1,0,1,0,0,0
56147,0.078633862,43,440,1,10,6,116,0,1,0,0,0,1,0,0,1,0,0,0
92396,0.07733606,57,555,0,0,2,125,0,1,0,0,1,1,0,0,0,1,0,0
50666,0.089838382,44,755,0,11,9,86,0,0,1,0,1,0,0,1,0,1,0,0
83368,0.094458604,52,733,0,23,2,129,0,1,0,1,0,1,0,0,1,0,0,1
39787,0.079698519,50,472,0,19,13,34,1,0,0,0,1,0,0,1,0,0,0,1
63946,0.068431996,34,772,0,14,3,148,0,0,0,1,0,0,1,0,0,1,0,0
22727,0.053390456,54,722,1,4,8,141,1,0,0,0,1,0,0,0,0,0,0,0
96081,0.069709254,13,738,1,9,11,124,1,0,0,0,0,0,1,0,1,1,0,0
69056,0.070741816,13,356,0,25,13,92,0,1,0,0,0,1,0,0,0,0,0,0
4081,0.081605862,49,797,1,16,13,144,0,0,0,1,0,0,0,0,1,0,0,0
35196,0.074822797,40,468,0,9,2,166,1,0,0,1,0,0,1,0,1,0,1,0
37735,0.090318995,57,727,0,6,12,128,0,0,0,1,0,0,0,0,1,0,1,0
81102,0.070805251,14,718,0,26,7,55,0,1,0,0,0,0,1,0,1,0,0,1
80578,0.079144382,50,646,0,17,7,63,1,0,0,0,0,0,0,0,1,0,0,0
26498,0.097759812,18,816,1,5,5,110,0,0,1,0,1,0,0,0,0,1,0,0
77865,0.085127378,47,754,0,8,1,35,1,0,0,0,1,0,0,0,1,0,0,0
32656,0.079099437,40,501,0,1,5,91,1,0,0,1,0,0,0,1,0,0,0,1
68695,0.070970833,48,478,0,21,3,124,0,0,0,0,0,0,1,0,1,0,0,0
38900,0.070501529,47,356,0,27,13,104,0,0,0,0,1,0,1,0,1,0,0,0
85899,0.067240801,34,800,0,11,14,83,0,0,0,0,0,0,0,0,1,0,0,1
48701,0.071884897,56,411,0,4,6,120,0,1,0,0,0,0,0,0,0,0,0,0
20033,0.091334988,27,447,1,14,10,113,0,0,0,1,0,1,0,1,0,0,1,0
11805,0.076671676,59,677,0,12,0,142,0,1,0,0,0,0,1,1,0,0,0,1
36851,0.059753404,42,647,0,28,2,113,0,0,0,1,0,0,1,1,0,0,1,0
27832,0.106522539,45,657,0,28,13,159,0,0,1,0,1,0,1,0,0,0,0,1
64437,0.084799478,12,355,1,1,13,130,0,0,0,0,0,0,1,0,0,0,0,0
14944,0.058895849,29,615,0,14,7,56,0,1,0,1,0,1,0,0,1,0,1,0
20873,0.073372266,51,484,0,13,0,47,0,1,0,0,0,0,0,0,0,0,1,0
41372,0.081663296,54,353,0,8,12,153,1,0,0,0,0,0,0,1,0,1,0,0
90464,0.105568881,26,336,1,15,9,40,0,0,0,0,1,0,0,1,0,0,1,0
16379,0.063378313,59,569,0,1,11,33,0,1,0,1,0,1,0,0,0,0,1,0
37751,0.094640611,28,807,0,0,2,132,1,0,0,0,0,1,0,0,0,0,0,0
90822,0.100992296,55,527,0,24,2,112,0,0,1,0,0,0,0,1,0,0,1,0
6110,0.070570185,21,727,0,8,11,72,0,1,0,0,1,1,0,1,0,0,1,0
55341,0.075837296,31,300,1,24,7,68,0,0,0,0,0,1,0,1,0,0,1,0
13087,0.064455361,17,322,0,23,13,88,0,0,1,1,0,1,0,1,0,0,0,0
24762,0.076948083,19,802,0,19,0,108,0,1,0,1,0,1,0,1,0,0,0,1
83617,0.07945115,56,747,0,13,9,113,0,0,0,1,0,0,0,0,0,0,0,0
10596,0.08989475,45,795,1,24,4,110,0,1,0,0,0,1,0,0,0,0,1,0
19313,0.096352752,43,724,1,1,6,84,0,0,0,0,0,0,0,0,1,0,0,1
67549,0.068778559,53,317,0,0,3,94,1,0,0,1,0,0,1,0,1,0,0,0
24705,0.050490124,15,744,0,27,14,122,0,1,0,0,0,1,0,0,1,0,0,0
68364,0.079681328,55,338,0,9,9,137,0,1,0,0,1,0,1,0,0,0,0,1
74445,0.084403063,50,509,0,22,2,112,0,0,1,1,0,0,1,0,1,1,0,0
79645,0.083741265,31,510,0,21,9,123,1,0,0,0,1,1,0,0,1,0,1,0
3023,0.075099901,35,580,0,18,5,66,0,0,1,0,1,0,0,0,0,1,0,0
60796,0.081871281,35,432,0,17,4,151,0,1,0,0,0,0,0,1,0,0,1,0
81073,0.102731672,37,748,0,23,1,104,1,0,0,0,0,0,0,0,0,0,1,0
93197,0.085726013,36,563,1,19,5,111,0,0,0,1,0,1,0,0,0,1,0,0
65429,0.074399474,47,410,0,21,10,83,1,0,0,0,0,1,0,1,0,1,0,0
62627,0.072497033,18,537,0,19,12,102,1,0,0,0,1,0,0,0,1,0,1,0
34848,0.077452215,21,756,1,28,12,120,0,0,0,0,0,0,0,0,0,0,0,1
38804,0.104551099,58,815,1,10,12,139,0,1,0,1,0,0,1,0,0,0,0,1
16379,0.077250489,23,472,0,8,2,81,0,1,0,0,0,0,1,1,0,1,0,0
60664,0.079703085,12,492,0,14,8,67,0,0,1,0,1,1,0,0,0,1,0,0
28766,0.072765296,36,814,0,27,2,73,0,1,0,0,1,0,0,0,1,0,0,0
69099,0.09648475,27,708,0,15,8,116,0,1,0,1,0,0,0,1,0,0,0,1
37060,0.109397559,16,383,0,12,5,91,0,0,0,1,0,1,0,0,0,0,0,1
95733,0.086759196,30,379,0,20,7,97,0,0,1,0,0,0,0,0,1,0,1,0
70122,0.081241594,15,508,0,5,8,90,1,0,0,0,0,1,0,0,1,0,0,0
17087,0.080551742,17,821,1,24,14,57,0,0,1,1,0,0,1,0,0,0,1,0
49868,0.044235398,37,498,0,14,7,99,0,1,0,0,1,0,0,0,1,0,0,0
24225,0.091177263,50,533,0,14,10,126,0,0,1,0,0,0,0,1,0,0,0,1
96286,0.082012496,50,543,0,21,13,60,1,0,0,1,0,1,0,0,1,0,1,0
7643,0.086425131,20,692,0,17,1,156,0,0,0,1,0,1,0,1,0,0,0,0
94059,0.069328067,56,745,0,10,2,167,0,1,0,0,1,1,0,1,0,0,1,0
37727,0.074233147,25,692,1,0,7,169,0,1,0,1,0,1,0,1,0,0,0,0
12005,0.073834626,59,308,0,13,4,36,1,0,0,0,0,0,1,0,0,1,0,0
66697,0.095324345,20,452,0,24,9,117,0,0,0,0,0,1,0,0,1,0,1,0
17029,0.074318602,26,409,0,1,3,104,0,0,1,1,0,0,0,0,0,1,0,0
15226,0.111239905,48,565,0,1,5,49,1,0,0,1,0,0,0,0,0,0,0,0
64646,0.086462936,31,672,0,19,11,149,0,0,1,0,1,0,0,1,0,0,1,0
61603,0.06086476,19,451,0,25,11,94,0,0,0,0,1,0,0,0,0,0,0,0
29731,0.078071806,43,714,1,9,12,173,0,0,0,1,0,0,1,0,1,0,0,0
69926,0.070224873,58,625,0,15,14,99,0,0,0,0,0,0,1,0,0,1,0,0
6997,0.047084263,32,475,1,2,5,167,0,0,0,0,1,0,1,0,0,0,1,0
56506,0.103992064,52,824,0,13,13,73,0,0,1,1,0,1,0,1,0,0,0,1
79229,0.090547138,30,614,0,29,6,176,1,0,0,0,1,0,0,1,0,0,0,0
50815,0.08799811,40,366,0,22,4,119,1,0,0,0,1,0,0,0,0,1,0,0
43092,0.082481055,42,483,0,6,0,103,0,0,1,0,1,0,1,1,0,0,0,1
63539,0.059269736,17,334,1,18,13,62,0,0,0,0,1,1,0,0,0,1,0,0
67077,0.072745743,15,804,0,18,14,142,0,0,0,0,1,0,1,0,1,1,0,0
22817,0.092626712,54,375,0,24,12,170,0,1,0,0,1,0,0,0,1,1,0,0
38861,0.0642317,40,771,0,22,14,131,0,1,0,0,0,0,0,1,0,0,0,0
14428,0.04202346,53,822,0,18,7,123,0,0,1,0,1,0,1,0,1,0,0,1
44934,0.07659341,14,582,1,2,13,117,1,0,0,1,0,0,0,0,1,0,0,0
11258,0.077873637,12,835,0,12,0,127,0,1,0,1,0,0,1,0,0,0,0,0
58775,0.082033451,55,573,0,18,3,66,0,1,0,0,1,0,1,1,0,0,1,0
82580,0.09092778,26,838,0,24,2,48,1,0,0,0,1,0,1,0,1,0,0,1
95947,0.089564087,58,353,0,13,2,95,0,1,0,1,0,0,1,1,0,0,1,0
6469,0.083881547,32,354,1,7,5,59,1,0,0,0,1,0,0,1,0,1,0,0
29854,0.097932971,57,576,0,28,7,172,0,0,1,1,0,1,0,1,0,0,0,1
7256,0.057215453,42,742,1,22,4,129,0,1,0,1,0,0,0,0,1,0,0,1
77256,0.087568727,18,717,0,7,5,137,0,0,0,0,0,0,1,1,0,0,0,0
34937,0.089398075,28,524,0,16,11,109,0,0,1,0,0,0,0,1,0,1,0,0
2651,0.061406566,30,554,1,24,5,114,0,1,0,1,0,1,0,0,0,0,0,0
51288,0.057456941,50,475,0,20,11,127,1,0,0,0,1,0,0,0,0,0,1,0
85730,0.068810868,14,445,1,28,0,133,0,0,1,1,0,0,1,0,0,1,0,0
26051,0.070076878,41,684,0,4,14,147,0,1,0,1,0,1,0,0,0,0,0,0
28386,0.091301292,46,561,0,4,14,67,0,0,1,0,1,0,0,1,0,0,0,0
76054,0.070781918,40,830,0,24,6,165,0,0,0,0,0,1,0,0,0,0,0,0
17184,0.067154772,25,670,0,20,0,105,0,1,0,1,0,0,0,0,0,1,0,0
34787,0.070825494,46,496,0,1,11,68,0,1,0,0,0,1,0,0,1,0,1,0
22621,0.096779485,39,583,0,21,13,89,1,0,0,0,1,0,1,0,0,0,0,1
76564,0.080195651,41,601,0,22,14,138,0,0,1,0,0,0,1,0,0,0,0,0
78984,0.077311235,37,431,1,10,6,85,0,0,0,0,1,1,0,0,1,1,0,0
60792,0.078349918,18,419,0,14,12,47,1,0,0,0,1,0,0,1,0,0,0,1
46253,0.099380905,50,435,0,22,12,152,0,1,0,0,0,0,1,1,0,0,0,0
35051,0.068762424,42,828,0,6,7,133,1,0,0,1,0,0,0,0,1,1,0,0
50811,0.099732624,16,333,1,10,3,178,1,0,0,1,0,1,0,0,1,0,1,0
31447,0.083157444,46,831,1,29,7,169,0,0,0,0,1,0,0,1,0,0,0,0
84930,0.077593709,58,507,0,1,5,35,0,1,0,0,0,1,0,0,0,1,0,0
31254,0.117513507,25,598,0,5,5,127,0,0,0,0,0,0,0,0,1,0,0,0
85045,0.064165408,47,821,1,8,10,100,0,1,0,0,0,1,0,0,1,1,0,0
58418,0.074694714,38,393,0,16,10,156,0,0,1,0,0,1,0,0,1,0,1,0
15472,0.061513531,35,713,0,18,8,90,0,0,1,0,1,1,0,1,0,0,1,0
4471,0.09428693,51,670,0,11,5,147,0,0,0,0,0,1,0,1,0,1,0,0
96804,0.105337834,40,708,0,5,11,97,1,0,0,0,0,0,0,1,0,0,0,1
9329,0.105048842,56,682,0,15,10,90,0,1,0,1,0,0,1,1,0,0,1,0
35865,0.098359231,33,740,0,22,4,145,0,1,0,0,1,1,0,1,0,0,0,0
47850,0.077035693,19,746,0,1,9,141,0,0,0,0,0,1,0,0,0,0,1,0
55220,0.074521385,26,370,0,25,9,46,1,0,0,0,0,0,1,0,0,0,0,0
94808,0.054932453,16,383,0,23,5,96,1,0,0,0,1,0,1,1,0,0,1,0
7397,0.110538103,15,508,0,10,11,88,0,1,0,0,1,1,0,1,0,0,1,0
98909,0.087034671,22,558,0,14,7,32,0,0,1,1,0,1,0,1,0,0,0,0
36525,0.072620646,29,538,1,28,8,139,0,1,0,0,1,0,0,0,1,0,1,0
54072,0.099920853,53,601,0,5,9,132,0,0,1,0,0,0,1,0,1,0,0,0
91106,0.065408532,41,531,0,27,12,30,0,0,0,1,0,0,0,1,0,0,0,0
84820,0.086099331,26,581,0,24,12,108,1,0,0,0,0,1,0,1,0,0,1,0
85530,0.077410563,17,693,0,8,12,107,0,1,0,0,1,1,0,0,1,0,1,0
24284,0.089580157,27,717,1,8,9,161,0,0,0,0,1,1,0,0,1,0,0,0
62330,0.079046397,58,505,0,24,10,33,1,0,0,0,1,1,0,0,1,1,0,0
84369,0.058236082,51,563,0,17,7,153,0,0,1,1,0,0,1,0,1,0,1,0
26122,0.081133646,20,610,0,25,7,62,0,0,0,0,0,0,0,0,1,0,0,1
71553,0.095732962,54,378,0,12,6,40,0,0,0,0,0,0,1,1,0,0,1,0
82906,0.079561754,45,641,1,25,12,117,0,1,0,1,0,1,0,1,0,1,0,0
95788,0.091626727,38,394,0,28,0,140,0,0,0,0,1,0,0,0,1,1,0,0
63812,0.064317058,24,650,0,22,3,131,0,0,0,0,0,1,0,1,0,0,1,0
8999,0.079606088,47,361,0,4,3,31,0,1,0,0,1,0,1,0,1,0,1,0
23436,0.070632343,38,441,0,24,11,38,0,0,0,0,1,1,0,0,1,0,0,1
43963,0.091204713,20,410,0,16,2,101,0,0,1,0,0,0,1,0,1,0,1,0
3096,0.080472373,16,826,0,25,3,133,0,1,0,0,1,0,1,1,0,1,0,0
26279,0.090351105,33,456,0,22,11,145,0,0,1,0,0,1,0,1,0,0,0,1
27201,0.096315656,42,838,0,25,1,93,0,1,0,0,0,1,0,1,0,0,1,0
20715,0.090374279,14,308,0,20,2,144,1,0,0,1,0,0,1,1,0,0,0,1
30309,0.084096777,41,575,1,10,2,94,0,0,0,0,0,0,0,0,0,0,0,1
16078,0.065026816,32,526,0,8,9,50,1,0,0,1,0,0,1,0,1,1,0,0
57614,0.079958208,46,485,1,22,0,172,0,0,1,0,1,0,0,0,1,1,0,0
6105,0.072003644,17,515,0,19,6,45,1,0,0,1,0,0,1,1,0,0,0,0
95848,0.074839041,39,732,0,26,3,64,0,0,1,0,1,1,0,1,0,1,0,0
3839,0.074381988,43,655,1,23,7,52,1,0,0,1,0,0,1,0,0,0,0,0
69920,0.065301116,53,691,1,8,8,169,0,0,1,0,1,0,0,0,1,1,0,0
44619,0.050639921,48,574,0,8,1,81,0,0,0,0,0,0,0,0,1,1,0,0
43821,0.069977854,36,793,0,9,1,48,1,0,0,1,0,0,0,1,0,0,0,0
14493,0.082900692,43,750,0,19,1,127,0,0,1,0,0,0,0,1,0,0,0,0
18069,0.059777344,46,719,0,5,7,165,0,0,1,0,0,0,0,0,0,0,0,0
8531,0.080235234,33,463,0,3,1,144,1,0,0,0,1,0,1,0,1,0,0,1
38051,0.108504026,35,482,0,0,5,116,1,0,0,0,1,1,0,0,0,0,0,0
8736,0.095345848,50,609,0,5,4,168,1,0,0,0,1,1,0,0,1,0,0,1
